I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk
@_,KOS.L,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,0.60,133.50 - 155.50,143.50 - 162.00,10.00 - 28.50,158.00,1492.00,11535,2,1.449
*_,KP2.L,Kore Potash plc,Basic Materials,Other Industrial Metals & Mining,0.00,2.32 - 2.36,2.40 - 2.47,0.08 - 0.15,2.35,556.46,1392128,6,0.932
@_,KRS.L,Keras Resources Plc,Basic Materials,Other Industrial Metals & Mining,3.50,1.14 - 1.14,1.48 - 1.49,0.34 - 0.35,1.30,3025.65,130736,3,0.003
*_,KYGA.L,Kerry Group plc,Consumer Defensive,Packaged Foods,1.00,90.60 - 92.80,92.80 - 96.00,2.20 - 5.40,90.80,290.60,74721,3,0.627
*_,KZG.L,Kazera Global plc,Financial Services,Asset Management,0.00,1.55 - 1.57,1.58 - 1.70,0.03 - 0.15,1.52,1768.74,696700,5,1.312
*_,LAND.L,Land Securities Group Plc,Real Estate,REIT Diversified,2.00,594.00 - 594.00,602.50 - 602.50,8.50 - 8.50,576.00,68.00,2425958,6,1.295
@_,LAS.L,London & Associated Properties Plc,Real Estate,Real Estate Services,0.00,8.25 - 8.25,9.00 - 9.00,0.75 - 0.75,9.00,454.50,6315,1,0.094
@_,LBG.L,LBG Media plc,Communication Services,Publishing,0.57,100.00 - 103.43,103.50 - 105.25,3.50 - 5.25,104.00,974.22,66588,3,0.651
@_,LDG.L,Logistics Development Group plc,Industrials,Integrated Freight & Logistics,0.36,15.15 - 15.66,15.70 - 16.11,0.55 - 0.96,15.75,1661.96,646306,5,0.242
@_,LEND.L,Sancus Lending Group Limited,Financial Services,Credit Services,2.50,0.40 - 0.40,0.45 - 0.50,0.05 - 0.10,0.47,1874.85,639970,5,0.787
*_,LEX.L,Lexington Gold Ltd,Basic Materials,Gold,0.29,3.50 - 3.62,3.69 - 3.74,0.19 - 0.24,3.50,1598.90,319131,4,-0.461
@_,LGEN.L,Legal & General Group Plc,Financial Services,Asset Management,4.00,246.80 - 249.60,251.40 - 252.90,4.60 - 6.10,252.60,158.00,15308176,8,1.165
@_,LIFS.L,LifeSafe Holdings plc,Industrials,Building Products & Equipment,0.00,6.60 - 6.60,6.75 - 6.75,0.15 - 0.15,6.75,113.55,6049,1,0.071
@_,LIKE.L,Likewise Group Plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.67,23.36 - 23.79,24.00 - 24.40,0.64 - 1.04,24.00,445.62,117591,3,0.922
*_,LINV.L,LendInvest plc,Financial Services,Mortgage Finance,2.00,38.00 - 38.94,38.50 - 40.00,0.50 - 2.00,38.00,201.18,8930,1,0.327
@_,LIO.L,Liontrust Asset Management PLC,Financial Services,Asset Management,2.50,360.10 - 361.00,364.75 - 393.50,4.65 - 33.40,372.00,482.95,726331,5,1.27
@_,LIT.L,Litigation Capital Management Limited,Financial Services,Credit Services,1.00,23.33 - 25.00,26.50 - 27.61,3.17 - 4.29,26.70,1200.38,356620,4,0.193
@_,LLOY.L,Lloyds Banking Group plc,Financial Services,Banks Regional,1.67,73.50 - 75.26,75.35 - 76.70,1.85 - 3.20,75.70,278.26,129712368,10,1.088
*_,LMP.L,LondonMetric Property Plc,Real Estate,REIT Industrial,0.00,197.22 - 197.22,200.80 - 200.80,3.58 - 3.58,193.00,89.50,8151869,7,0.84
@_,LND.L,Landore Resources Limited,Basic Materials,Other Industrial Metals & Mining,1.50,2.63 - 2.72,2.73 - 2.80,0.10 - 0.16,2.75,580.98,221828,4,UNKNOWN
*_,LORD.L,Lords Group Trading plc,Industrials,Industrial Distribution,0.50,48.00 - 54.75,48.80 - 56.00,0.80 - 8.00,52.50,1104.09,155950,3,1.252
@_,LPA.L,LPA Group Plc,Industrials,Electrical Equipment & Parts,0.00,52.15 - 52.15,53.50 - 53.50,1.35 - 1.35,53.50,128.25,1349,1,-0.348
@_,LRE.L,Lancashire Holdings Limited,Financial Services,Insurance Specialty,1.67,572.00 - 587.00,586.00 - 594.00,14.00 - 22.00,592.00,227.36,273904,4,0.549
*_,LSL.L,LSL Property Services plc,Real Estate,Real Estate Services,0.00,319.00 - 323.85,329.00 - 329.00,10.00 - 10.00,307.00,227.25,62126,3,0.702
@_,LST.L,Light Science Technologies Holdings Plc,Technology,Electronic Components,0.00,3.30 - 3.35,3.40 - 3.60,0.10 - 0.30,3.45,1872.16,894263,5,-0.858
@_,LTHM.L,James Latham plc,Basic Materials,Lumber & Wood Production,1.00,1111.00 - 1133.00,1130.00 - 1150.00,19.00 - 39.00,1145.00,382.80,13231,2,0.553
@_,LTI.L,Lindsell Train Ord,Financial Services,Asset Management,2.00,841.00 - 841.00,853.00 - 853.00,12.00 - 12.00,844.00,60.00,250,1,UNKNOWN
*_,LUCE.L,Luceco plc,Industrials,Electrical Equipment & Parts,1.00,143.00 - 150.40,147.20 - 152.40,4.20 - 9.40,141.20,281.40,124518,3,1.101
@_,LWDB.L,Law Debenture Corporation Ord,Financial Services,Asset Management,4.00,997.00 - 997.00,1008.00 - 1008.00,11.00 - 11.00,1008.00,55.00,222340,4,UNKNOWN
@_,MAB.L,Mitchells & Butlers plc,Consumer Cyclical,Restaurants,1.67,280.50 - 284.50,286.50 - 293.00,6.00 - 12.50,286.50,297.50,315681,4,1.517
*_,MAB1.L,Mortgage Advice Bureau (Holdings) plc,Financial Services,Mortgage Finance,0.00,840.00 - 880.94,868.00 - 916.00,28.00 - 76.00,804.00,315.30,170856,3,0.932
*_,MAC.L,Marechale Capital Plc,Financial Services,Capital Markets,2.00,2.15 - 2.15,2.22 - 2.22,0.07 - 0.07,2.10,162.75,107002,3,0.591
*_,MACF.L,Macfarlane Group PLC,Consumer Cyclical,Packaging & Containers,1.00,99.15 - 118.50,100.50 - 120.50,1.35 - 21.35,97.80,433.26,686057,5,0.597
@_,MAFL.L,Mineral & Financial Investments Limited,Financial Services,Asset Management,0.75,23.00 - 23.71,24.00 - 24.34,1.00 - 1.34,24.00,748.90,14586,2,0.738
@_,MAI.L,Maintel Holdings Plc,Communication Services,Telecom Services,0.00,185.00 - 185.00,192.90 - 192.90,7.90 - 7.90,187.00,213.30,1360,1,0.102
@_,MAJE.L,Majedie Investments Ord,Financial Services,Asset Management,1.00,242.00 - 242.00,246.00 - 246.00,4.00 - 4.00,242.00,80.00,39293,2,UNKNOWN
*_,MANO.L,Manolete Partners Plc,Industrials,Consulting Services,0.00,82.36 - 85.80,85.00 - 87.00,2.64 - 4.64,82.00,363.00,96557,3,UNKNOWN
@_,MARS.L,Marston's PLC,Consumer Cyclical,Restaurants,0.80,41.65 - 43.20,42.10 - 43.92,0.45 - 2.27,43.45,494.48,1362046,6,1.247
*_,MAST.L,MAST Energy Developments PLC,Utilities,Utilities Renewable,0.57,1.26 - 1.76,1.37 - 1.84,0.11 - 0.58,1.58,3570.31,3385045,6,0.651
*_,MATD.L,Petro Matad Limited,Energy,Oil & Gas E&P,0.50,1.10 - 1.25,1.14 - 1.29,0.04 - 0.19,0.82,810.70,10830256,8,1.434
@_,MBH.L,Michelmersh Brick Holdings plc,Basic Materials,Building Materials,1.00,105.00 - 106.00,106.22 - 110.00,1.22 - 5.00,109.50,245.34,93587,3,0.995
@_,MBO.L,MobilityOne Limited,Technology,Information Technology Services,0.00,1.10 - 1.20,1.25 - 1.35,0.15 - 0.25,1.25,1306.65,34103,2,2.976
@_,MBT.L,Mobile Tornado Group plc,Technology,Software Application,1.25,1.45 - 1.45,1.49 - 1.58,0.04 - 0.13,1.45,1482.64,163618,3,1.324
@_,MCB.L,McBride plc,Consumer Defensive,Household & Personal Products,1.67,151.40 - 154.10,153.80 - 161.17,2.40 - 9.77,159.00,407.84,430136,4,1.283
@_,MCG.L,Mobico Group Plc,Industrials,Railroads,1.33,28.42 - 30.50,30.60 - 31.32,2.18 - 2.90,29.16,751.66,3303392,6,1.125
@_,MCON.L,Mincon Group plc,Industrials,Tools & Accessories,0.00,34.03 - 34.20,35.00 - 36.00,0.97 - 1.97,35.00,404.42,2653,1,0.212
*_,MCT.L,Middlefield Canadian Income Ord,Financial Services,Asset Management,3.00,129.99 - 131.74,132.00 - 134.49,2.01 - 4.50,131.00,178.13,UNKNOWN,0,UNKNOWN
*_,MEGP.L,ME Group International plc,Industrials,Business Equipment & Supplies,0.00,225.50 - 225.50,228.50 - 228.50,3.00 - 3.00,220.00,66.00,321814,4,0.646
@_,MER.L,Mears Group plc,Consumer Cyclical,Personal Services,2.33,374.50 - 379.00,381.00 - 384.50,6.50 - 10.00,380.00,227.50,87647,3,0.807
@_,MERC.L,Mercia Asset Management PLC,Financial Services,Asset Management,0.71,32.55 - 33.41,33.48 - 34.00,0.93 - 1.45,33.48,902.67,1197409,6,0.953
@_,MET.L,Metir plc,Technology,Scientific & Technical Instruments,1.00,0.65 - 0.65,0.76 - 0.76,0.12 - 0.12,0.73,846.12,1709674,6,0.08
@_,MET1.L,Metals One PLC,Basic Materials,Other Industrial Metals & Mining,3.50,19.82 - 20.77,21.20 - 28.00,1.38 - 8.18,24.39,2082.96,24511535,8,UNKNOWN
@_,MEX.L,Tortilla Mexican Grill plc,Consumer Cyclical,Restaurants,0.00,43.55 - 44.10,44.50 - 45.00,0.95 - 1.45,45.00,509.76,22617,2,-0.069
*_,MFAI.L,Mindflair Plc,Financial Services,Asset Management,0.25,0.90 - 1.13,1.00 - 1.18,0.09 - 0.28,0.98,2219.22,8322143,7,1.173
@_,MFX.L,Manx Financial Group PLC,Financial Services,Banks Regional,0.00,22.00 - 22.00,22.50 - 22.50,0.50 - 0.50,22.50,454.00,36211,2,0.633
@_,MGAM.L,Morgan Advanced Materials plc,Industrials,Specialty Industrial Machinery,1.00,218.12 - 220.51,224.50 - 230.00,6.38 - 11.88,228.50,485.54,478890,4,1.102
@_,MGNS.L,Morgan Sindall Group plc,Industrials,Engineering & Construction,1.33,4370.00 - 4435.00,4445.00 - 4525.00,75.00 - 155.00,4565.00,248.86,82764,3,1.065
@_,MHA.L,UNKNOWN,Industrials,Specialty Business Services,2.00,129.00 - 130.80,133.00 - 133.00,4.00 - 4.00,131.75,377.34,317830,4,UNKNOWN
@_,MHC.L,MyHealthChecked PLC,Healthcare,Medical Devices,2.00,9.75 - 9.75,10.95 - 10.95,1.20 - 1.20,10.00,614.40,9313,1,1.46
*_,MIDW.L,Midwich Group plc,Technology,Electronics & Computer Distribution,0.00,216.00 - 220.97,223.94 - 225.00,7.94 - 9.00,198.00,491.34,103581,3,0.512
*_,MILA.L,Mila Resources Plc,Financial Services,Asset Management,0.50,0.68 - 0.80,0.73 - 0.85,0.04 - 0.17,0.57,1700.59,19031772,8,0.319
@_,MIND.L,Mind Gym plc,Industrials,Specialty Business Services,0.00,17.00 - 17.00,17.50 - 17.50,0.50 - 0.50,17.50,147.00,1350,1,0.794
@_,MKA.L,Mkango Resources Ltd.,Basic Materials,Other Industrial Metals & Mining,3.00,15.00 - 26.67,30.50 - 34.50,15.50 - 19.50,27.50,7209.71,9368413,7,1.751
*_,MKS.L,Marks and Spencer Group plc,Consumer Cyclical,Department Stores,0.00,338.05 - 341.20,342.90 - 345.24,4.85 - 7.19,326.90,124.46,11249978,8,1.4
*_,MNDI.L,Mondi plc,Basic Materials,Paper & Paper Products,1.00,1184.00 - 1231.00,1216.50 - 1249.00,32.50 - 65.00,1190.50,202.00,1036288,6,0.732
@_,MNG.L,M&G plc,Financial Services,Asset Management,3.00,253.60 - 254.80,257.10 - 258.62,3.50 - 5.02,257.13,139.08,4019784,6,1.123
@_,MNL.L,Manchester & London Ord,Financial Services,Asset Management,3.00,800.00 - 805.00,816.00 - 832.00,16.00 - 32.00,832.00,258.00,64029,3,UNKNOWN
@_,MONY.L,MONY Group plc,Communication Services,Internet Content & Information,2.00,215.60 - 218.80,218.40 - 221.60,2.80 - 6.00,219.20,200.80,850151,5,0.825
*_,MOON.L,Moonpig Group PLC,Consumer Cyclical,Specialty Retail,0.50,209.00 - 228.00,215.50 - 241.25,6.50 - 32.25,209.38,427.75,2170217,6,1.119
*_,MOTR.L,Motorpoint Group Plc,Consumer Cyclical,Auto & Truck Dealerships,0.80,176.50 - 180.46,179.24 - 186.60,2.74 - 10.10,176.90,519.56,101230,3,0.684
@_,MPAC.L,Mpac Group plc,Industrials,Specialty Industrial Machinery,2.00,260.00 - 271.52,275.00 - 279.77,15.00 - 19.77,277.50,438.27,304674,4,0.273
@_,MPE.L,M.P. Evans Group PLC,Consumer Defensive,Farm Products,1.40,1160.00 - 1190.00,1173.00 - 1210.00,13.00 - 50.00,1210.00,320.72,89902,3,0.396
@_,MPL.L,Mercantile Ports & Logistics Limited,Industrials,Marine Shipping,3.00,0.95 - 0.98,1.00 - 1.80,0.05 - 0.85,1.50,4576.11,824314,5,-0.024
@_,MRK.L,Marks Electrical Group PLC,Consumer Cyclical,Specialty Retail,0.60,60.00 - 61.00,60.80 - 63.00,0.80 - 3.00,61.00,541.80,53235,3,0.69
@_,MRO.L,Melrose Industries PLC,Industrials,Specialty Industrial Machinery,1.33,519.60 - 524.20,526.80 - 535.80,7.20 - 16.20,532.80,279.00,2145112,6,1.046
*_,MSI.L,MS INTERNATIONAL plc,Industrials,Conglomerates,0.29,1134.75 - 1225.90,1150.00 - 1240.00,15.25 - 105.25,1120.00,657.40,56617,3,-0.226
*_,MSLH.L,Marshalls plc,Basic Materials,Building Materials,0.50,259.50 - 266.00,263.79 - 271.50,4.29 - 12.00,257.00,180.51,569474,5,1.179
@_,MTC.L,Mothercare plc,Consumer Cyclical,Specialty Retail,1.50,2.61 - 2.62,3.25 - 3.30,0.64 - 0.69,3.25,2522.01,43959,2,0.24
@_,MTE.L,Montanaro European Smaller Ord,Financial Services,Asset Management,6.00,177.00 - 177.00,182.00 - 182.00,5.00 - 5.00,181.50,140.00,238801,4,UNKNOWN
@_,MTEC.L,Made Tech Group Plc,Technology,Information Technology Services,1.25,36.00 - 37.50,36.60 - 38.50,0.60 - 2.50,38.35,791.91,522558,5,0.796
@_,MTL.L,Metals Exploration plc,Basic Materials,Gold,1.33,12.09 - 15.50,15.08 - 16.03,2.99 - 3.94,15.84,2233.49,21144424,8,-0.452
*_,MTO.L,Mitie Group plc,Industrials,Specialty Business Services,2.00,138.40 - 140.40,140.87 - 142.40,2.47 - 4.00,137.20,158.92,2006271,6,1.131
*_,MTRO.L,Metro Bank Holdings PLC,Financial Services,Banks Regional,0.40,124.40 - 131.79,126.60 - 135.24,2.20 - 10.84,131.20,641.12,785275,5,2.077
@_,MUL.L,Mulberry Group plc,Consumer Cyclical,Footwear & Accessories,0.00,85.00 - 85.00,92.50 - 92.50,7.50 - 7.50,92.50,435.00,1287,1,1.128
@_,MUT.L,Murray Income Trust Ord,Financial Services,Asset Management,3.00,870.00 - 870.00,883.00 - 883.00,13.00 - 13.00,883.00,65.00,199465,3,UNKNOWN
@_,MWE.L,M.T.I Wireless Edge Ltd.,Technology,Communication Equipment,0.30,44.52 - 50.55,45.20 - 51.58,0.68 - 7.06,51.25,1414.79,107052,3,0.919
@_,MYI.L,Murray International Ord,Financial Services,Asset Management,3.00,277.00 - 277.00,281.00 - 281.00,4.00 - 4.00,282.50,72.00,684008,5,UNKNOWN
*_,MYX.L,MYCELX Technologies Corporation,Industrials,Pollution & Treatment Controls,0.00,25.50 - 25.50,26.00 - 26.00,0.50 - 0.50,25.30,98.00,10590,2,1.079
@_,N4P.L,N4 Pharma Plc,Healthcare,Drug Manufacturers Specialty & Generic,0.83,0.35 - 0.38,0.40 - 0.40,0.05 - 0.05,0.38,2495.14,1031192,6,0.715
@_,N91.L,Ninety One Group,Financial Services,Asset Management,1.67,185.20 - 186.40,187.80 - 189.20,2.60 - 4.00,186.80,215.80,883124,5,0.67
*_,NAH.L,NAHL Group Plc,Communication Services,Advertising Agencies,0.00,42.00 - 42.60,42.50 - 43.40,0.50 - 1.40,42.30,307.80,47283,2,0.242
@_,NANO.L,Nanoco Group plc,Technology,Semiconductor Equipment & Materials,4.00,9.65 - 9.65,14.78 - 14.78,5.13 - 5.13,12.45,2657.34,1542401,6,0.33
*_,NARF.L,Narf Industries Plc,Technology,Software Infrastructure,0.00,0.50 - 0.52,0.55 - 0.55,0.05 - 0.05,0.47,1177.81,3050736,6,0.064
@_,NAVF.L,Nippon Active Value Ord,Financial Services,Asset Management,2.00,200.00 - 200.00,205.00 - 205.00,5.00 - 5.00,205.00,125.00,162026,3,UNKNOWN
@_,NBB.L,Norman Broadbent plc,Industrials,Staffing & Employment Services,1.00,142.70 - 186.20,190.00 - 195.00,47.30 - 52.30,195.00,1884.30,3786,1,-0.162
@_,NBPE.L,NB Private Equity Partners Limited,UNKNOWN,UNKNOWN,8.00,1428.00 - 1428.00,1456.00 - 1456.00,28.00 - 28.00,1456.00,84.00,UNKNOWN,0,UNKNOWN
@_,NCC.L,NCC Group plc,Technology,Software Infrastructure,5.00,140.00 - 140.00,149.60 - 149.60,9.60 - 9.60,143.50,336.00,1413044,6,0.696
@_,NCYF.L,CQS New City High Yield Ord,Financial Services,Asset Management,2.00,51.60 - 51.60,52.20 - 52.20,0.60 - 0.60,52.20,115.20,UNKNOWN,0,UNKNOWN
*_,NCYT.L,Novacyt S.A.,Healthcare,Medical Devices,0.80,40.30 - 41.47,41.00 - 42.70,0.70 - 2.40,40.70,681.80,31090,2,0.125
@_,NET.L,Netcall plc,Technology,Software Application,0.67,114.36 - 116.00,116.38 - 118.00,2.02 - 3.64,116.00,539.22,114966,3,-0.144
@_,NEXS.L,Nexus Infrastructure plc,Industrials,Engineering & Construction,1.50,155.00 - 157.00,158.50 - 160.00,3.50 - 5.00,157.50,205.00,5459,1,UNKNOWN
*_,NFG.L,Next 15 Group plc,Communication Services,Advertising Agencies,1.00,250.69 - 256.50,253.50 - 268.00,2.81 - 17.31,255.50,357.20,570003,5,1.219
@_,NFM.L,New Frontier Minerals Limited,Basic Materials,Copper,5.00,0.50 - 0.50,0.60 - 0.60,0.10 - 0.10,0.55,1000.00,176877,3,0.029
*_,NG.L,National Grid plc,Utilities,Utilities Regulated Electric,1.00,1033.50 - 1033.50,1049.00 - 1049.00,15.50 - 15.50,1026.00,62.00,9850706,7,0.293
*_,NICL.L,Nichols plc,Consumer Defensive,Beverages Non-Alcoholic,0.50,1391.55 - 1432.70,1442.00 - 1466.50,50.45 - 74.95,1355.00,501.87,37362,2,0.386
@_,NIOX.L,NIOX Group Plc,Healthcare,Medical Devices,1.20,67.40 - 69.00,68.45 - 69.80,1.05 - 2.40,69.80,472.15,396585,4,0.508
@_,NOG.L,Nostrum Oil & Gas PLC,Energy,Oil & Gas Integrated,1.00,3.02 - 3.22,3.45 - 3.74,0.43 - 0.72,3.36,2740.16,70160,3,0.518
*_,NRR.L,NewRiver REIT plc,Real Estate,REIT Retail,1.00,72.80 - 73.30,73.60 - 74.10,0.80 - 1.30,71.54,108.80,792816,5,UNKNOWN
@_,NTBR.L,Northern Bear PLC,Industrials,Building Products & Equipment,1.50,79.00 - 86.62,82.00 - 93.00,3.00 - 14.00,93.50,1074.53,26884,2,0.157
@_,NTEA.L,Northern Electric PLC,Utilities,Utilities Regulated Electric,1.33,129.60 - 134.23,135.00 - 137.00,5.40 - 7.40,132.50,429.79,54678,3,UNKNOWN
*_,NTVO.L,Nativo Resources plc,Basic Materials,Other Precious Metals & Mining,0.29,0.26 - 0.29,0.29 - 0.35,0.04 - 0.09,0.28,3641.90,6815771,7,0.376
@_,NWF.L,NWF Group plc,Energy,Oil & Gas Refining & Marketing,0.33,168.71 - 169.05,171.00 - 171.75,2.29 - 3.04,170.00,219.82,30305,2,0.12
*_,NWG.L,NatWest Group plc,Financial Services,Banks Regional,1.00,472.98 - 494.50,482.30 - 500.83,9.32 - 27.85,489.94,333.50,34936389,8,0.98
@_,NWT.L,Newmark Security plc,Industrials,Security & Protection Services,10.00,77.50 - 77.50,84.93 - 84.93,7.43 - 7.43,77.50,475.52,1160,1,1.392
*_,NXQ.L,Nexteq plc,Consumer Cyclical,Gambling,1.50,64.15 - 66.95,64.90 - 68.00,0.75 - 3.85,63.00,475.11,279392,4,0.756
@_,NXR.L,Norcros plc,Industrials,Building Products & Equipment,2.67,270.00 - 272.15,275.00 - 277.44,5.00 - 7.44,275.00,239.22,175848,3,0.836
*_,OBD.L,Oxford BioDynamics Plc,Healthcare,Diagnostics & Research,0.00,0.25 - 0.30,0.31 - 0.35,0.06 - 0.10,0.26,3183.60,32164652,8,-0.165
*_,OBI.L,Ondine Biomedical Inc.,Healthcare,Biotechnology,0.50,13.65 - 14.25,14.30 - 14.75,0.65 - 1.10,13.75,412.90,92515,3,0.122
@_,OCDO.L,Ocado Group plc,Consumer Defensive,Grocery Stores,1.00,230.00 - 237.76,240.30 - 243.70,10.30 - 13.70,235.10,341.04,2162325,6,2.139
@_,OCN.L,Ocean Wilsons Holdings Limited,Financial Services,Asset Management,2.00,1490.00 - 1490.00,1510.00 - 1510.00,20.00 - 20.00,1495.00,60.00,76608,3,0.783
@_,OHGR.L,One Health Group Plc,Healthcare,Medical Care Facilities,2.00,209.90 - 211.00,215.84 - 244.70,5.94 - 34.80,231.00,911.72,13490,2,UNKNOWN
@_,OIG.L,Oryx International Growth Ord,Financial Services,Asset Management,2.00,1205.00 - 1230.00,1240.00 - 1242.50,35.00 - 37.50,1220.00,190.00,UNKNOWN,0,UNKNOWN
@_,OIT.L,Odyssean Investment Trust Ord,Financial Services,Asset Management,3.00,158.00 - 158.00,162.00 - 162.00,4.00 - 4.00,161.50,124.00,211794,4,UNKNOWN
*_,OMG.L,Oxford Metrics plc,Technology,Software Application,0.50,49.76 - 50.46,50.38 - 50.98,0.61 - 1.22,48.54,266.87,385936,4,0.853
*_,OMI.L,Orosur Mining Inc.,Basic Materials,Gold,0.43,7.60 - 8.27,7.90 - 8.50,0.30 - 0.90,7.65,983.61,421000,4,-0.107
@_,OMIP.L,One Media iP Group Plc,Communication Services,Entertainment,6.00,3.85 - 3.85,4.50 - 4.50,0.65 - 0.65,4.35,843.70,71182,3,0.112
*_,OMU.L,Old Mutual Limited,Financial Services,Financial Conglomerates,0.33,49.90 - 50.00,50.60 - 51.00,0.70 - 1.10,47.90,271.00,275676,4,0.838
*_,ONDO.L,Ondo InsurTech Plc,Technology,Scientific & Technical Instruments,0.67,21.98 - 23.40,22.69 - 24.00,0.72 - 2.02,22.00,367.02,428624,4,-0.039
@_,ONT.L,Oxford Nanopore Technologies plc,Healthcare,Biotechnology,0.40,139.00 - 151.20,145.90 - 152.84,6.90 - 13.84,148.90,693.67,1888581,6,0.98
@_,ONWD.L,Onward Opportunities Limited,UNKNOWN,UNKNOWN,7.00,129.00 - 129.00,130.50 - 130.50,1.50 - 1.50,129.00,57.00,UNKNOWN,0,UNKNOWN
@_,OPG.L,OPG Power Ventures Plc,Utilities,Utilities Independent Power Producers,0.83,7.43 - 8.11,7.77 - 8.50,0.34 - 1.07,8.25,1378.24,412113,4,0.403
*_,OPT.L,Optima Health plc,Healthcare,Health Information Services,0.00,191.50 - 210.25,195.00 - 214.00,3.50 - 22.50,188.00,246.94,485351,4,UNKNOWN
*_,OPTI.L,OptiBiotix Health Plc,Healthcare,Biotechnology,0.00,10.70 - 11.07,11.14 - 11.73,0.44 - 1.03,11.00,1351.35,118694,3,1.713
@_,ORCA.L,Orcadian Energy Plc,Energy,Oil & Gas E&P,0.50,10.00 - 10.65,10.60 - 11.00,0.60 - 1.00,10.50,464.15,98332,3,-2.212
*_,ORCH.L,Orchard Funding Group plc,Financial Services,Credit Services,0.00,55.50 - 63.65,56.50 - 65.00,1.00 - 9.50,56.50,584.92,66024,3,-0.198
@_,ORIT.L,Octopus Renewables Infrastructure Ord,UNKNOWN,UNKNOWN,2.00,73.40 - 73.40,74.60 - 74.60,1.20 - 1.20,74.50,81.60,1439676,6,UNKNOWN
@_,ORR.L,Oriole Resources PLC,Basic Materials,Gold,2.00,0.21 - 0.23,0.24 - 0.24,0.03 - 0.03,0.23,1389.96,28629697,8,0.753
@_,OSB.L,OSB Group Plc,Financial Services,Mortgage Finance,1.67,509.00 - 551.00,529.00 - 563.00,20.00 - 54.00,555.50,531.00,1210191,6,1.284
@_,OTB.L,On the Beach Group plc,Consumer Cyclical,Travel Services,0.80,284.50 - 297.98,294.00 - 302.50,9.50 - 18.00,294.00,489.77,324705,4,2.11
@_,OXB.L,Oxford Biomedica plc,Healthcare,Biotechnology,0.22,315.00 - 354.50,329.50 - 365.00,14.50 - 50.00,353.63,1120.49,123262,3,0.998
@_,OXIG.L,Oxford Instruments plc,Technology,Scientific & Technical Instruments,0.67,1912.00 - 2005.00,2010.00 - 2030.00,98.00 - 118.00,2000.00,300.00,136504,3,0.977
@_,PAC.L,Pacific Assets Ord,Financial Services,Asset Management,3.00,346.00 - 346.00,352.00 - 352.00,6.00 - 6.00,351.00,84.00,128426,3,UNKNOWN
@_,PACS.L,PACSCo Limited,Consumer Defensive,Farm Products,0.00,0.48 - 0.48,0.62 - 0.62,0.13 - 0.13,0.55,1455.30,92468,3,-0.427
@_,PAF.L,Pan African Resources PLC,Basic Materials,Gold,1.40,46.39 - 49.25,47.10 - 50.70,0.71 - 4.31,50.90,755.50,3248207,6,0.473
@_,PAG.L,Paragon Banking Group PLC,Financial Services,Mortgage Finance,1.25,912.50 - 936.00,931.00 - 946.50,18.50 - 34.00,939.50,290.00,334501,4,1.536
@_,PAGE.L,PageGroup plc,Industrials,Staffing & Employment Services,1.00,262.40 - 267.40,269.60 - 273.34,7.20 - 10.94,270.20,380.52,538374,5,1.094
@_,PALM.L,Panther Metals PLC,Basic Materials,Gold,0.43,59.40 - 63.55,63.40 - 65.00,4.00 - 5.60,62.50,1910.99,46833,2,0.087
*_,PANR.L,Pantheon Resources Plc,Energy,Oil & Gas E&P,0.25,21.34 - 23.85,22.20 - 25.15,0.86 - 3.81,22.60,810.38,9194261,7,-0.812
@_,PAT.L,Panthera Resources PLC,Basic Materials,Gold,0.33,11.90 - 14.16,12.95 - 15.00,1.05 - 3.10,14.00,2149.34,828039,5,1.18
@_,PAY.L,PayPoint plc,Technology,Software Infrastructure,0.25,800.64 - 816.65,814.00 - 826.00,13.36 - 25.36,826.00,344.94,172454,3,0.43
@_,PBEE.L,PensionBee Group plc,Financial Services,Capital Markets,1.67,167.45 - 168.02,170.00 - 174.00,2.55 - 6.55,170.00,320.45,103457,3,0.428
@_,PCA.L,Palace Capital Plc,Real Estate,REIT Diversified,0.17,219.00 - 221.00,222.37 - 228.00,3.37 - 9.00,228.00,822.14,22159,2,0.262
@_,PCGH.L,Polar Capital Glb Healthcare Ord,Financial Services,Asset Management,2.00,327.00 - 327.00,331.00 - 331.00,4.00 - 4.00,330.00,60.00,186393,3,UNKNOWN
*_,PCIP.L,PCI-PAL PLC,Technology,Software Infrastructure,0.33,48.00 - 50.65,49.00 - 51.50,1.00 - 3.50,49.00,275.50,52674,3,0.435
@_,PCT.L,Polar Capital Technology Ord,Financial Services,Asset Management,7.00,364.50 - 364.50,373.00 - 373.00,8.50 - 8.50,373.00,110.50,1741100,6,UNKNOWN
*_,PCTN.L,Picton Property Income Limited,Real Estate,REIT Diversified,1.50,79.22 - 79.27,80.50 - 80.90,1.28 - 1.68,79.20,183.33,694213,5,0.54
*_,PDL.L,Petra Diamonds Limited,Basic Materials,Other Precious Metals & Mining,0.25,13.05 - 13.37,13.45 - 13.76,0.40 - 0.71,12.40,560.86,242389,4,-0.184
@_,PEB.L,Pebble Beach Systems Group plc,Technology,Communication Equipment,2.00,9.00 - 9.00,9.50 - 9.50,0.50 - 0.50,9.00,832.50,46966,2,0.621
