I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,JGGI.L,JPMorgan Global Growth & Income plc,UNKNOWN,UNKNOWN,1.00,573.67 - 573.67,586.00 - 586.00,12.33 - 12.33,580.00,98.64,898166,5,UNKNOWN,1
*_,JHD.L,James Halstead plc,Industrials,Building Products & Equipment,0.30,142.50 - 147.05,144.12 - 151.00,1.62 - 8.50,144.00,1086.56,207003,4,0.24,10
@_,JII.L,JPMorgan Indian Ord,Financial Services,Asset Management,1.00,1046.00 - 1066.00,1072.00 - 1080.00,26.00 - 34.00,1070.00,222.24,61615,3,UNKNOWN,3
@_,JIM.L,Jarvis Securities plc,Financial Services,Capital Markets,0.14,18.00 - 19.00,19.50 - 20.00,1.50 - 2.00,19.00,2554.42,41218,2,-0.278,7
@_,JLP.L,Jubilee Metals Group PLC,Basic Materials,Other Industrial Metals & Mining,0.13,2.81 - 2.94,2.95 - 3.10,0.14 - 0.29,3.00,3560.99,5377417,7,1.322,23
@_,JMAT.L,Johnson Matthey Plc,Basic Materials,Specialty Chemicals,1.00,1786.00 - 1883.00,1812.00 - 1908.36,26.00 - 122.36,1917.00,327.72,339291,4,0.837,6
@_,JMG.L,JPMorgan Emerging Markets Ord,Financial Services,Asset Management,0.00,119.00 - 119.00,121.22 - 121.22,2.22 - 2.22,121.37,93.24,1599328,6,UNKNOWN,1
*_,JNEO.L,Journeo plc,Industrials,Security & Protection Services,0.86,375.00 - 383.75,380.84 - 391.80,5.84 - 16.80,375.00,530.40,24637,2,0.056,7
@_,JOG.L,Jersey Oil and Gas Plc,Energy,Oil & Gas E&P,3.00,97.99 - 98.01,102.90 - 109.00,4.91 - 11.01,107.00,810.90,141958,3,0.22,2
@_,JSE.L,Jadestone Energy plc,Energy,Oil & Gas E&P,0.18,19.50 - 19.80,19.82 - 20.65,0.32 - 1.15,19.80,1148.13,2554673,6,0.732,11
@_,JSG.L,Johnson Service Group PLC,Industrials,Specialty Business Services,1.40,139.00 - 142.20,140.96 - 144.20,1.96 - 5.20,143.40,346.85,1033900,6,1.617,5
@_,JTC.L,JTC PLC,Financial Services,Asset Management,1.00,894.00 - 941.00,906.00 - 952.00,12.00 - 58.00,947.00,381.05,339778,4,0.784,5
@_,JUGI.L,JPMorgan UK Small Cap Growth & Income,Financial Services,Asset Management,0.33,325.21 - 326.32,329.00 - 330.00,3.79 - 4.79,326.49,172.80,259184,4,UNKNOWN,3
@_,JUP.L,Jupiter Fund Management Plc,Financial Services,Asset Management,0.00,129.00 - 130.20,131.49 - 131.80,2.49 - 2.80,129.33,155.42,737225,5,1.108,2
@_,JUSC.L,JPMorgan US Smaller Companies Ord,Financial Services,Asset Management,0.67,395.92 - 399.64,402.00 - 408.09,6.08 - 12.17,408.37,245.40,102767,3,UNKNOWN,3
@_,KAV.L,Kavango Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.00,1.00 - 1.01,1.04 - 1.11,0.04 - 0.11,1.05,3784.90,1292904,6,0.114,10
@_,KDNC.L,Cadence Minerals Plc,Basic Materials,Other Industrial Metals & Mining,0.19,1.80 - 2.09,1.94 - 2.30,0.14 - 0.50,2.15,8230.87,1256128,6,1.679,16
@_,KDR.L,Karelian Diamond Resources Plc,Basic Materials,Other Precious Metals & Mining,0.00,0.50 - 0.55,0.56 - 0.60,0.06 - 0.10,0.55,3170.94,528178,5,0.498,7
@_,KEFI.L,KEFI Gold and Copper Plc,Basic Materials,Gold,0.15,0.57 - 0.60,0.60 - 0.65,0.03 - 0.08,0.61,4331.76,32506630,8,1.093,20
@_,KEN.L,Kendrick Resources PLC,Basic Materials,Other Industrial Metals & Mining,0.00,0.26 - 0.26,0.27 - 0.28,0.01 - 0.02,0.28,961.50,207086,4,-0.531,3
@_,KETL.L,Strix Group Plc,Technology,Electronic Components,0.57,40.00 - 41.67,40.60 - 42.65,0.60 - 2.65,42.20,816.66,432654,4,0.599,7
*_,KEYS.L,Keystone Law Group plc,Industrials,Specialty Business Services,0.00,591.50 - 612.00,599.00 - 620.00,7.50 - 28.50,602.93,526.40,23613,2,0.053,6
@_,KGF.L,Kingfisher plc,Consumer Cyclical,Home Improvement Retail,2.00,271.50 - 277.90,274.70 - 281.10,3.20 - 9.60,281.00,228.28,2639567,6,0.765,4
@_,KGH.L,Knights Group Holdings plc,Industrials,Specialty Business Services,0.00,171.25 - 174.55,174.63 - 179.00,3.38 - 7.75,176.35,1212.55,94818,3,1.368,11
*_,KIE.L,Kier Group plc,Industrials,Engineering & Construction,0.67,206.80 - 210.76,209.50 - 214.50,2.70 - 7.70,201.00,204.82,884686,5,1.256,3
@_,KIST.L,Kistos Holdings Plc,Energy,Oil & Gas E&P,0.50,160.00 - 160.50,162.00 - 165.00,2.00 - 5.00,163.50,1208.69,105751,3,0.464,12
*_,KITW.L,Kitwave Group plc,Consumer Defensive,Food Distribution,0.12,226.00 - 230.22,229.00 - 233.69,3.00 - 7.69,230.00,660.96,296304,4,0.864,8
@_,KLR.L,Keller Group plc,Industrials,Engineering & Construction,4.00,1326.00 - 1326.00,1358.00 - 1358.00,32.00 - 32.00,1338.00,96.00,91443,3,1.179,1
@_,KLSO.L,Kelso Group Holdings Plc,Financial Services,Asset Management,0.00,2.87 - 2.92,3.00 - 3.16,0.13 - 0.29,3.01,831.08,284695,4,1.649,3
*_,KMK.L,Kromek Group plc,Technology,Scientific & Technical Instruments,0.00,4.86 - 5.09,5.09 - 5.29,0.24 - 0.43,4.90,2570.13,1049420,6,0.629,17
*_,KMR.L,Kenmare Resources plc,Basic Materials,Other Industrial Metals & Mining,1.00,310.00 - 338.60,321.00 - 345.00,11.00 - 35.00,325.00,483.54,91807,3,0.397,5
@_,KNOS.L,Kainos Group plc,Technology,Software Application,1.60,693.50 - 714.50,702.27 - 725.00,8.77 - 31.50,725.00,370.72,298235,4,0.682,5
*_,KOD.L,Kodal Minerals PLC,Basic Materials,Other Industrial Metals & Mining,0.00,0.34 - 0.35,0.37 - 0.38,0.03 - 0.03,0.32,863.04,54142967,9,0.021,2
@_,KOO.L,Kooth plc,Healthcare,Health Information Services,1.20,157.00 - 157.05,158.80 - 164.00,1.80 - 7.00,158.80,476.78,17312,2,0.943,5
@_,KOS.L,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,0.60,119.00 - 132.00,126.00 - 136.00,7.00 - 17.00,134.50,858.71,13994,2,1.491,5
@_,KP2.L,Kore Potash plc,Basic Materials,Other Industrial Metals & Mining,0.22,2.86 - 3.15,2.95 - 3.22,0.09 - 0.36,3.20,1391.91,1182216,6,0.94,9
@_,KRM.L,KRM22 Plc,Financial Services,Asset Management,0.00,45.00 - 45.00,45.50 - 45.50,0.50 - 0.50,45.50,55.50,2410,1,-0.029,1
@_,KRS.L,Keras Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.00,1.33 - 1.40,1.40 - 1.50,0.07 - 0.17,1.40,621.21,113809,3,0.026,2
@_,KYGA.L,Kerry Group plc,Consumer Defensive,Packaged Foods,1.00,79.20 - 80.40,80.20 - 81.30,1.00 - 2.10,81.00,334.70,48888,2,0.643,4
@_,KZG.L,Kazera Global plc,Financial Services,Asset Management,0.00,1.67 - 1.70,1.72 - 1.80,0.05 - 0.13,1.70,1160.29,305733,4,1.301,7
@_,LABS.L,Life Science REIT Ord,Real Estate,REIT Healthcare Facilities,0.40,37.20 - 38.40,37.60 - 38.90,0.40 - 1.70,38.55,698.13,480044,4,UNKNOWN,10
@_,LAND.L,Land Securities Group Plc,Real Estate,REIT Diversified,0.50,573.50 - 577.00,581.00 - 584.00,7.50 - 10.50,578.00,116.00,1392822,6,1.302,2
@_,LAS.L,London & Associated Properties Plc,Real Estate,Real Estate Services,0.00,8.27 - 8.27,9.00 - 9.00,0.73 - 0.73,9.00,440.92,3199,1,0.098,1
*_,LBG.L,LBG Media plc,Communication Services,Publishing,0.25,93.80 - 97.00,94.85 - 99.70,1.05 - 5.90,94.50,826.66,44558,2,0.698,8
*_,LDG.L,Logistics Development Group plc,Industrials,Integrated Freight & Logistics,0.00,15.50 - 15.79,15.95 - 16.50,0.45 - 1.00,15.25,2440.08,174530,3,0.217,14
@_,LEND.L,Sancus Lending Group Limited,Financial Services,Credit Services,0.00,0.42 - 0.43,0.45 - 0.47,0.03 - 0.05,0.45,824.34,418578,4,0.837,2
*_,LEX.L,Lexington Gold Ltd,Basic Materials,Gold,1.00,3.60 - 3.74,3.68 - 3.85,0.08 - 0.25,3.60,405.40,56350,3,-0.445,3
*_,LGEN.L,Legal & General Group Plc,Financial Services,Asset Management,0.50,257.10 - 261.60,262.50 - 264.56,5.40 - 7.46,257.20,158.84,18168307,8,1.167,2
*_,LIKE.L,Likewise Group Plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.18,25.00 - 25.67,25.86 - 27.00,0.86 - 2.00,25.50,1512.24,167950,3,0.9,11
@_,LINV.L,LendInvest plc,Financial Services,Mortgage Finance,0.17,37.20 - 38.16,38.58 - 39.00,1.38 - 1.80,38.50,719.35,204163,4,0.359,6
@_,LIO.L,Liontrust Asset Management PLC,Financial Services,Asset Management,0.00,317.75 - 373.20,373.00 - 378.00,55.25 - 60.25,369.50,891.15,247760,4,1.304,2
*_,LIT.L,Litigation Capital Management Limited,Financial Services,Credit Services,0.20,35.00 - 42.70,35.50 - 44.50,0.50 - 9.50,36.80,2035.50,686606,5,0.145,15
@_,LLOY.L,Lloyds Banking Group plc,Financial Services,Banks Regional,2.33,83.08 - 83.48,84.06 - 84.42,0.98 - 1.34,84.18,168.26,115712330,10,1.103,3
@_,LMP.L,LondonMetric Property Plc,Real Estate,REIT Industrial,1.50,188.90 - 189.70,190.90 - 191.90,2.00 - 3.00,191.90,231.40,8386071,7,0.836,4
@_,LND.L,Landore Resources Limited,Basic Materials,Other Industrial Metals & Mining,0.78,2.42 - 2.65,2.52 - 2.69,0.10 - 0.27,2.70,1602.36,1965626,6,-0.609,9
*_,LORD.L,Lords Group Trading plc,Industrials,Industrial Distribution,0.00,41.00 - 41.20,41.88 - 43.00,0.88 - 2.00,41.00,1245.09,47009,2,1.303,9
*_,LRE.L,Lancashire Holdings Limited,Financial Services,Insurance Specialty,0.50,607.74 - 622.00,614.00 - 629.00,6.26 - 21.26,618.00,378.32,568949,5,0.532,6
*_,LSL.L,LSL Property Services plc,Real Estate,Real Estate Services,0.17,270.00 - 277.00,274.85 - 287.00,4.85 - 17.00,271.00,1347.84,123701,3,0.736,12
*_,LST.L,Light Science Technologies Holdings Plc,Technology,Electronic Components,0.29,2.60 - 3.55,2.74 - 3.60,0.14 - 1.00,3.05,3438.80,3795809,6,-0.863,14
@_,LTHM.L,James Latham plc,Basic Materials,Lumber & Wood Production,0.12,1108.10 - 1116.90,1125.00 - 1166.40,16.90 - 58.30,1125.00,753.20,9456,1,0.559,8
*_,LTI.L,Lindsell Train Ord,Financial Services,Asset Management,0.56,777.24 - 813.56,796.00 - 844.00,18.76 - 66.76,782.00,913.62,502,1,UNKNOWN,9
*_,LUCE.L,Luceco plc,Industrials,Electrical Equipment & Parts,0.86,120.60 - 126.36,122.00 - 130.40,1.40 - 9.80,122.66,654.36,47841,2,1.07,7
@_,LWI.L,Lowland Ord,Financial Services,Asset Management,1.20,145.50 - 148.49,147.38 - 150.13,1.88 - 4.63,150.13,329.18,557582,5,UNKNOWN,5
@_,MAB.L,Mitchells & Butlers plc,Consumer Cyclical,Restaurants,1.25,266.00 - 268.50,269.50 - 271.50,3.50 - 5.50,270.00,264.60,143394,3,1.543,4
*_,MAB1.L,Mortgage Advice Bureau (Holdings) plc,Financial Services,Mortgage Finance,1.25,771.30 - 802.08,780.00 - 823.38,8.70 - 52.08,780.00,300.00,49956,2,0.954,4
@_,MAC.L,Marechale Capital Plc,Financial Services,Capital Markets,0.00,1.73 - 1.82,1.85 - 2.05,0.12 - 0.32,1.85,1175.26,168952,3,0.654,3
*_,MACF.L,Macfarlane Group PLC,Consumer Cyclical,Packaging & Containers,1.00,94.24 - 96.80,95.20 - 98.40,0.96 - 4.16,96.40,449.16,639961,5,0.595,6
@_,MAFL.L,Mineral & Financial Investments Limited,Financial Services,Asset Management,0.00,23.00 - 23.30,23.50 - 24.00,0.50 - 1.00,23.50,699.05,14844,2,0.698,5
*_,MAJE.L,Majedie Investments Ord,Financial Services,Asset Management,0.43,238.30 - 247.62,241.00 - 250.14,2.70 - 11.84,242.00,537.80,21182,2,UNKNOWN,7
@_,MANO.L,Manolete Partners Plc,Industrials,Consulting Services,0.33,80.00 - 92.00,83.70 - 93.00,3.70 - 13.00,92.00,1651.80,79990,3,0.692,9
*_,MARS.L,Marston's PLC,Consumer Cyclical,Restaurants,0.00,40.10 - 40.47,40.65 - 41.10,0.55 - 1.00,39.26,220.09,1001527,6,1.267,3
*_,MAST.L,MAST Energy Developments PLC,Utilities,Utilities Renewable,0.09,76.33 - 161.50,77.50 - 165.00,1.17 - 88.67,160.50,9009.52,403620,4,0.643,43
@_,MATD.L,Petro Matad Limited,Energy,Oil & Gas E&P,0.20,0.80 - 0.81,0.81 - 0.83,0.01 - 0.03,0.82,1058.54,6325914,7,1.481,10
@_,MBH.L,Michelmersh Brick Holdings plc,Basic Materials,Building Materials,0.83,103.05 - 103.61,104.25 - 105.00,1.20 - 1.95,105.00,439.68,144591,3,0.992,6
*_,MBT.L,Mobile Tornado Group plc,Technology,Software Application,0.00,0.42 - 0.50,0.55 - 0.68,0.13 - 0.26,0.40,8820.41,904190,5,1.392,5
*_,MCB.L,McBride plc,Consumer Defensive,Household & Personal Products,0.00,122.40 - 125.29,124.60 - 126.80,2.20 - 4.40,116.80,404.89,402716,4,1.318,5
@_,MCG.L,Mobico Group Plc,Industrials,Railroads,0.80,33.96 - 34.42,34.80 - 35.50,0.84 - 1.54,35.52,593.23,3276893,6,1.1,5
@_,MCON.L,Mincon Group plc,Industrials,Tools & Accessories,5.00,34.00 - 34.00,38.50 - 38.50,4.50 - 4.50,38.50,661.50,5790,1,0.225,1
@_,MCT.L,Middlefield Canadian Income Ord,UNKNOWN,UNKNOWN,0.50,131.00 - 133.25,134.01 - 136.00,3.01 - 5.00,133.75,519.53,116466,3,UNKNOWN,6
*_,MEGP.L,ME Group International plc,Industrials,Business Equipment & Supplies,1.50,208.00 - 211.00,213.00 - 213.18,5.00 - 5.18,204.00,170.14,322662,4,0.682,2
*_,MER.L,Mears Group plc,Consumer Cyclical,Personal Services,0.00,366.00 - 370.50,376.00 - 379.00,10.00 - 13.00,352.50,240.50,151279,3,0.815,2
*_,MERC.L,Mercia Asset Management PLC,Financial Services,Asset Management,0.14,32.00 - 32.00,32.34 - 33.00,0.34 - 1.00,31.50,583.44,222876,4,0.961,7
@_,MET.L,Metir plc,Technology,Scientific & Technical Instruments,0.83,0.70 - 0.75,0.78 - 0.80,0.08 - 0.10,0.75,2634.08,889168,5,0.039,6
*_,MET1.L,Metals One PLC,Basic Materials,Other Industrial Metals & Mining,0.00,4.91 - 7.33,5.03 - 7.53,0.12 - 2.62,5.10,2444.23,62975570,9,-0.149,19
@_,MEX.L,Tortilla Mexican Grill plc,Consumer Cyclical,Restaurants,0.11,44.00 - 45.05,45.40 - 46.00,1.40 - 2.00,45.00,1225.22,22791,2,-0.057,9
*_,MFAI.L,Mindflair Plc,Financial Services,Asset Management,0.17,0.81 - 0.83,0.83 - 0.87,0.02 - 0.06,0.82,1819.82,3634205,6,1.236,12
@_,MFX.L,Manx Financial Group PLC,Financial Services,Banks Regional,0.25,30.00 - 34.50,31.62 - 36.00,1.62 - 6.00,36.30,2324.39,203913,4,0.609,16
@_,MGAM.L,Morgan Advanced Materials plc,Industrials,Specialty Industrial Machinery,2.00,201.00 - 211.00,205.00 - 216.12,4.00 - 15.12,213.00,460.48,522790,5,1.106,4
@_,MGCI.L,M&G Credit Income Investment Ord,Financial Services,Asset Management,2.00,94.41 - 94.42,95.40 - 95.40,0.99 - 0.99,95.00,153.40,367592,4,UNKNOWN,3
*_,MGNS.L,Morgan Sindall Group plc,Industrials,Engineering & Construction,0.00,4510.00 - 4510.00,4630.00 - 4630.00,120.00 - 120.00,4405.00,120.00,68673,3,1.103,1
*_,MHA.L,UNKNOWN,Industrials,Specialty Business Services,0.00,135.11 - 138.20,139.40 - 140.00,4.29 - 4.89,133.18,514.09,96391,3,UNKNOWN,6
@_,MHC.L,MyHealthChecked PLC,Healthcare,Medical Devices,1.50,10.00 - 10.50,10.78 - 11.00,0.78 - 1.00,10.50,1407.12,13759,2,1.44,4
*_,MIDW.L,Midwich Group plc,Technology,Electronics & Computer Distribution,0.25,228.00 - 234.00,231.90 - 239.00,3.90 - 11.00,226.04,1227.87,131965,3,0.499,12
@_,MILA.L,Mila Resources Plc,Financial Services,Asset Management,0.00,0.52 - 0.71,0.55 - 0.80,0.02 - 0.27,0.75,8980.62,17269140,8,0.465,26
*_,MKA.L,Mkango Resources Ltd.,Basic Materials,Other Industrial Metals & Mining,0.19,41.00 - 45.95,41.97 - 46.49,0.97 - 5.49,41.75,1550.18,2926718,6,1.888,16
@_,MKS.L,Marks and Spencer Group plc,Consumer Cyclical,Department Stores,1.00,344.90 - 355.13,349.54 - 359.60,4.64 - 14.70,358.70,296.94,9632686,7,1.403,4
@_,MMIT.L,Mobius Investment Trust Ord,Financial Services,Asset Management,1.25,140.18 - 141.00,142.00 - 143.00,1.82 - 2.82,142.00,270.20,1119929,6,UNKNOWN,4
@_,MNDI.L,Mondi plc,Basic Materials,Paper & Paper Products,0.00,1048.73 - 1062.50,1063.00 - 1081.00,14.27 - 32.27,1076.00,187.08,1571990,6,0.762,3
@_,MNG.L,M&G plc,Financial Services,Asset Management,1.67,261.80 - 266.00,267.90 - 268.83,6.10 - 7.03,268.65,217.78,4758875,6,1.132,3
@_,MNKS.L,Monks Ord,Financial Services,Asset Management,3.50,1376.00 - 1380.00,1396.00 - 1400.00,20.00 - 24.00,1404.00,120.00,627069,5,UNKNOWN,2
*_,MNL.L,Manchester & London Ord,Financial Services,Asset Management,0.31,916.40 - 932.00,932.00 - 944.00,15.60 - 27.60,893.00,926.35,41710,2,UNKNOWN,13
@_,MONY.L,MONY Group plc,Communication Services,Internet Content & Information,4.50,198.60 - 199.07,200.93 - 202.00,2.33 - 3.40,200.86,131.50,758713,5,0.854,2
@_,MOON.L,Moonpig Group PLC,Consumer Cyclical,Specialty Retail,1.00,204.00 - 205.00,208.00 - 209.00,4.00 - 5.00,208.00,192.00,804219,5,1.106,2
*_,MOTR.L,Motorpoint Group Plc,Consumer Cyclical,Auto & Truck Dealerships,0.40,167.50 - 187.10,170.50 - 189.55,3.00 - 22.05,168.00,417.30,67770,3,0.691,5
*_,MPAC.L,Mpac Group plc,Industrials,Specialty Industrial Machinery,0.29,325.00 - 337.75,331.25 - 342.25,6.25 - 17.25,320.00,557.87,57839,3,0.287,7
@_,MPE.L,M.P. Evans Group PLC,Consumer Defensive,Farm Products,1.50,1292.93 - 1324.46,1320.00 - 1350.00,27.07 - 57.07,1335.00,318.42,27248,2,0.364,4
@_,MPL.L,Mercantile Ports & Logistics Limited,Industrials,Marine Shipping,0.00,1.50 - 1.55,1.58 - 1.68,0.08 - 0.18,1.65,2150.25,146615,3,-0.094,6
@_,MRC.L,Mercantile Ord,Financial Services,Asset Management,1.00,248.50 - 248.50,254.50 - 254.50,6.00 - 6.00,252.50,120.00,1230843,6,UNKNOWN,1
@_,MRCH.L,Merchants Trust Ord,Financial Services,Asset Management,2.33,546.01 - 555.70,552.00 - 562.80,5.99 - 16.79,562.75,195.13,236206,4,UNKNOWN,3
@_,MRK.L,Marks Electrical Group PLC,Consumer Cyclical,Specialty Retail,0.00,59.00 - 59.62,60.35 - 60.50,1.35 - 1.50,60.50,499.03,21436,2,0.687,5
*_,MRO.L,Melrose Industries PLC,Industrials,Specialty Industrial Machinery,0.00,590.80 - 595.16,597.80 - 602.00,7.00 - 11.20,591.20,169.92,3102799,6,1.095,3
*_,MSI.L,MS INTERNATIONAL plc,Industrials,Conglomerates,0.33,1250.60 - 1300.00,1280.00 - 1330.00,29.40 - 79.40,1270.00,552.45,18619,2,-0.213,6
*_,MSLH.L,Marshalls plc,Basic Materials,Building Materials,0.00,201.00 - 203.00,203.88 - 206.00,2.88 - 5.00,188.60,201.12,1028920,6,1.213,3
@_,MTC.L,Mothercare plc,Consumer Cyclical,Specialty Retail,0.17,2.50 - 2.82,3.00 - 3.40,0.50 - 0.90,3.00,4137.70,10741741,8,0.274,6
@_,MTE.L,Montanaro European Smaller Ord,Financial Services,Asset Management,3.00,172.00 - 172.18,174.00 - 174.00,2.00 - 2.00,174.00,110.78,330835,4,UNKNOWN,2
@_,MTEC.L,Made Tech Group Plc,Technology,Information Technology Services,0.25,39.00 - 39.53,39.90 - 41.00,0.90 - 2.00,39.75,1077.74,272699,4,0.848,8
*_,MTL.L,Metals Exploration plc,Basic Materials,Gold,0.00,13.91 - 14.04,14.20 - 14.20,0.29 - 0.29,12.85,225.15,4217239,6,-0.442,3
*_,MTO.L,Mitie Group plc,Industrials,Specialty Business Services,0.00,146.20 - 146.20,148.40 - 148.40,2.20 - 2.20,145.46,74.80,2235576,6,1.193,1
@_,MTRO.L,Metro Bank Holdings PLC,Financial Services,Banks Regional,0.17,110.24 - 128.10,111.41 - 130.00,1.17 - 19.76,129.00,1219.41,2415795,6,2.095,18
@_,MTU.L,Montanaro UK Smaller Companies Ord,Financial Services,Asset Management,0.00,98.50 - 98.50,99.80 - 99.80,1.30 - 1.30,99.91,65.00,313192,4,UNKNOWN,1
@_,MUL.L,Mulberry Group plc,Consumer Cyclical,Footwear & Accessories,0.50,89.25 - 100.00,99.00 - 104.80,9.75 - 15.55,102.50,1857.93,3426,1,1.155,6
@_,MUT.L,Murray Income Trust Ord,Financial Services,Asset Management,4.50,892.75 - 894.00,905.00 - 908.00,12.25 - 15.25,907.00,131.25,164028,3,UNKNOWN,2
@_,MWE.L,M.T.I Wireless Edge Ltd.,Technology,Communication Equipment,0.18,44.17 - 48.25,45.25 - 49.00,1.08 - 4.83,48.50,2463.05,157218,3,0.931,22
@_,MWY.L,Mid Wynd International Inv Tr Ord,Financial Services,Asset Management,1.00,759.68 - 765.12,776.00 - 780.00,16.32 - 20.32,768.39,370.62,147139,3,UNKNOWN,4
@_,MYI.L,Murray International Ord,Financial Services,Asset Management,2.00,291.88 - 294.50,295.01 - 299.88,3.13 - 8.00,297.50,207.80,760575,5,UNKNOWN,3
@_,MYX.L,MYCELX Technologies Corporation,Industrials,Pollution & Treatment Controls,3.00,24.00 - 25.85,25.99 - 27.00,1.99 - 3.00,27.00,635.87,26203,2,1.125,2
@_,N4P.L,N4 Pharma Plc,Healthcare,Drug Manufacturers Specialty & Generic,0.15,0.40 - 0.46,0.50 - 0.50,0.10 - 0.10,0.41,10377.36,577251,5,0.627,13
*_,N91.L,Ninety One Group,Financial Services,Asset Management,0.67,189.65 - 194.60,192.10 - 197.40,2.45 - 7.75,193.60,183.70,354770,4,0.674,3
*_,NAH.L,NAHL Group Plc,Communication Services,Advertising Agencies,1.00,54.65 - 55.75,56.67 - 57.50,2.02 - 2.85,52.25,565.40,54647,3,0.197,3
@_,NAIT.L,The North American Income Trust plc,UNKNOWN,UNKNOWN,1.00,337.50 - 340.50,341.08 - 344.50,3.58 - 7.00,347.00,334.04,420126,4,UNKNOWN,6
*_,NANO.L,Nanoco Group plc,Technology,Semiconductor Equipment & Materials,0.08,12.91 - 13.60,13.30 - 14.19,0.39 - 1.29,12.98,2074.03,198669,3,0.252,12
@_,NARF.L,Narf Industries Plc,Technology,Software Infrastructure,0.00,0.55 - 0.57,0.57 - 0.65,0.02 - 0.10,0.57,3011.76,2349744,6,0.105,6
*_,NAS.L,North Atlantic Smaller Cos Ord,Financial Services,Asset Management,0.38,378.90 - 382.25,383.00 - 386.50,4.10 - 7.60,373.00,464.88,62600,3,UNKNOWN,8
*_,NAVF.L,Nippon Active Value Ord,Financial Services,Asset Management,1.20,219.00 - 223.50,223.00 - 227.00,4.00 - 8.00,221.22,403.92,281742,4,UNKNOWN,5
@_,NBB.L,Norman Broadbent plc,Industrials,Staffing & Employment Services,0.33,197.77 - 210.00,205.00 - 220.00,7.23 - 22.23,215.00,626.75,1364,1,-0.202,3
*_,NBPE.L,NB Private Equity Partners Class A Ord,Financial Services,Asset Management,0.67,1414.60 - 1416.00,1436.77 - 1458.00,22.17 - 43.40,1414.42,288.51,67195,3,UNKNOWN,3
@_,NCC.L,NCC Group plc,Technology,Software Infrastructure,0.67,140.60 - 145.20,143.00 - 146.93,2.40 - 6.33,147.90,395.82,769185,5,0.686,6
@_,NCYF.L,CQS New City High Yield Ord,Financial Services,Asset Management,1.33,50.63 - 50.80,51.40 - 51.40,0.77 - 0.77,50.90,194.04,995401,5,UNKNOWN,3
*_,NCYT.L,Novacyt S.A.,Healthcare,Medical Devices,0.00,39.90 - 44.30,43.58 - 46.40,3.68 - 6.50,40.90,1841.40,96847,3,0.099,6
*_,NESF.L,NextEnergy Solar Ord,Financial Services,Asset Management,0.00,75.10 - 75.30,76.10 - 76.20,1.00 - 1.10,70.69,186.78,1972973,6,UNKNOWN,3
@_,NET.L,Netcall plc,Technology,Software Application,0.42,119.00 - 120.00,121.00 - 123.00,2.00 - 4.00,121.00,972.88,269688,4,-0.141,12
@_,NEXS.L,Nexus Infrastructure plc,Industrials,Engineering & Construction,2.00,150.07 - 150.25,155.00 - 158.00,4.93 - 7.93,151.00,418.44,1561,1,0.616,2
@_,NFG.L,Next 15 Group plc,Communication Services,Advertising Agencies,0.29,261.00 - 268.18,264.88 - 272.50,3.88 - 11.50,270.50,622.08,123583,3,1.167,7
@_,NFM.L,New Frontier Minerals Limited,Basic Materials,Copper,0.00,0.60 - 0.60,0.62 - 0.62,0.02 - 0.02,0.62,166.66,68807,3,-0.173,1
@_,NG.L,National Grid plc,Utilities,Utilities Regulated Electric,1.67,1033.00 - 1049.00,1046.50 - 1062.00,13.50 - 29.00,1050.50,160.60,5605551,7,0.305,3
@_,NICL.L,Nichols plc,Consumer Defensive,Beverages Non-Alcoholic,0.25,1158.00 - 1223.20,1171.25 - 1265.00,13.25 - 107.00,1230.00,1179.20,34717,2,0.391,12
@_,NIOX.L,NIOX Group Plc,Healthcare,Medical Devices,0.80,66.72 - 69.82,69.00 - 72.40,2.28 - 5.68,70.60,713.16,543783,5,0.51,5
@_,NOG.L,Nostrum Oil & Gas PLC,Energy,Oil & Gas Integrated,1.00,3.00 - 3.25,3.48 - 3.60,0.48 - 0.60,3.25,3985.62,22032,2,0.546,5
@_,NRR.L,NewRiver REIT plc,Real Estate,REIT Retail,0.50,71.10 - 73.40,74.90 - 75.40,3.80 - 4.30,73.90,708.00,655612,5,0.525,4
*_,NTBR.L,Northern Bear PLC,Industrials,Building Products & Equipment,0.00,102.60 - 103.02,104.00 - 105.25,1.40 - 2.65,98.50,325.92,55006,3,0.13,4
@_,NTEA.L,Northern Electric PLC,Utilities,Utilities Regulated Electric,1.67,130.00 - 131.00,132.00 - 134.00,2.00 - 4.00,132.00,241.30,36183,2,UNKNOWN,3
*_,NTVO.L,Nativo Resources plc,Basic Materials,Other Precious Metals & Mining,0.00,0.54 - 0.62,0.60 - 0.65,0.06 - 0.11,0.38,3851.02,72359338,9,0.35,12
@_,NWF.L,NWF Group plc,Energy,Oil & Gas Refining & Marketing,0.00,167.00 - 167.04,168.89 - 170.00,1.89 - 3.00,169.00,205.61,26587,2,0.117,3
@_,NWG.L,NatWest Group plc,Financial Services,Banks Regional,0.67,538.20 - 555.40,543.80 - 561.26,5.60 - 23.06,562.60,323.64,18143467,8,0.99,6
