I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,MDLZ,Mondelez International  Inc.,Consumer Defensive,Confectioners,2.00,61.30 - 62.27,62.07 - 64.06,0.77 - 2.76,62.96,274.42,6982030,7,0.468,3
*_,HOOD,Robinhood Markets  Inc.,Financial Services,Capital Markets,0.50,108.25 - 113.81,109.43 - 115.03,1.18 - 6.78,106.33,346.11,40794280,8,2.37,6
*_,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,0.50,1392.16 - 1410.57,1415.70 - 1436.28,23.54 - 44.12,1392.74,147.75,381130,4,1.071,2
@_,CTAS,Cintas Corporation,Industrials,Specialty Business Services,2.00,215.29 - 215.29,218.87 - 218.87,3.58 - 3.58,216.03,82.34,1448300,6,1.017,1
@_,MCK,McKesson Corporation,Healthcare,Medical Distribution,0.50,643.48 - 699.87,652.95 - 707.05,9.47 - 63.58,706.29,548.17,855070,5,0.497,10
*_,CDNS,Cadence Design Systems  Inc.,Technology,Software Application,1.25,348.45 - 351.58,352.27 - 356.54,3.82 - 8.09,347.70,244.02,1439590,6,0.975,4
*_,BBVA,Banco Bilbao Vizcaya Argentaria  S.A.,Financial Services,Banks Diversified,0.33,18.38 - 19.00,18.73 - 19.38,0.35 - 1.00,18.96,293.93,1316270,6,1.413,3
@_,ABNB,Airbnb  Inc.,Consumer Cyclical,Travel Services,0.57,120.00 - 125.94,121.34 - 127.96,1.34 - 7.96,126.40,446.23,4925310,6,1.133,7
*_,UPS,United Parcel Service  Inc.,Industrials,Integrated Freight & Logistics,0.33,86.79 - 87.30,87.75 - 89.03,0.96 - 2.24,86.14,222.30,8718460,7,1.097,3
*_,DELL,Dell Technologies Inc.,Technology,Computer Hardware,0.00,136.49 - 139.41,139.64 - 141.09,3.15 - 4.60,127.82,172.20,4605490,6,1.095,2
*_,APO,Apollo Global Management  Inc.,Financial Services,Asset Management,0.00,143.66 - 145.01,145.24 - 146.51,1.58 - 2.85,133.99,104.72,3083650,6,1.607,2
@_,NTES,NetEase  Inc.,Communication Services,Electronic Gaming & Multimedia,0.00,130.45 - 130.45,139.00 - 139.00,8.55 - 8.55,131.87,324.90,1011320,6,0.858,1
@_,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,0.00,355.45 - 365.34,361.05 - 369.40,5.60 - 13.95,363.89,300.23,2153800,6,1.159,4
@_,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,1.00,312.82 - 313.07,318.48 - 319.54,5.66 - 6.72,316.59,181.95,883650,5,0.493,2
*_,ORLY,O'Reilly Automotive  Inc.,Consumer Cyclical,Auto Parts,2.33,101.91 - 103.32,102.94 - 104.44,1.03 - 2.53,102.87,192.55,4550200,6,0.559,3
*_,BP,BP p.l.c.,Energy,Oil & Gas Integrated,0.67,33.98 - 34.25,34.33 - 34.60,0.35 - 0.62,34.06,191.87,6470570,7,0.39,3
*_,EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,0.00,131.69 - 133.11,133.05 - 135.00,1.36 - 3.31,130.03,193.51,2779410,6,1.311,3
*_,BMO,Bank of Montreal,Financial Services,Banks Diversified,1.00,112.94 - 112.94,114.64 - 114.64,1.70 - 1.70,112.56,74.80,489020,4,1.258,1
*_,HCA,HCA Healthcare  Inc.,Healthcare,Medical Care Facilities,0.83,387.34 - 406.30,391.56 - 410.51,4.22 - 23.17,404.26,387.12,1203350,6,1.4,6
@_,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,1.25,578.20 - 586.91,584.54 - 593.58,6.34 - 15.38,597.59,233.84,670770,5,0.145,4
*_,FTNT,Fortinet  Inc.,Technology,Software Infrastructure,0.71,76.05 - 80.32,77.00 - 81.16,0.95 - 5.11,77.74,410.48,13222990,8,1.079,7
*_,RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,0.00,112.54 - 126.16,114.66 - 128.73,2.12 - 16.19,114.87,356.23,9448180,7,1.637,4
*_,SCCO,Southern Copper Corporation,Basic Materials,Copper,0.00,96.39 - 98.27,97.57 - 99.59,1.18 - 3.20,93.76,198.60,1039019,6,1.001,3
*_,MMM,3M Company,Industrials,Conglomerates,1.00,152.43 - 157.58,155.14 - 159.26,2.71 - 6.83,154.41,190.00,3210390,6,1.104,3
@_,AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,0.50,289.80 - 302.46,293.79 - 305.77,3.99 - 15.97,305.34,410.55,1362640,6,0.686,6
@_,CI,The Cigna Group,Healthcare,Healthcare Plans,0.57,276.32 - 300.67,279.46 - 305.58,3.14 - 29.26,300.94,574.79,1707790,6,0.476,7
*_,PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,1.50,11.97 - 11.98,12.11 - 12.11,0.15 - 0.15,11.95,112.59,23201530,8,0.319,2
@_,FI,Fiserv  Inc.,Technology,Information Technology Services,0.40,133.17 - 138.64,134.95 - 140.20,1.78 - 7.03,140.03,431.68,3885760,6,0.908,5
@_,PNC,The PNC Financial Services Group  Inc.,Financial Services,Banks Regional,0.50,190.49 - 192.60,192.88 - 194.69,2.38 - 4.20,193.97,225.21,1462870,6,1.09,4
*_,EQIX,Equinix  Inc.,Real Estate,REIT Specialty,0.50,771.95 - 777.86,784.06 - 787.58,12.11 - 15.64,771.83,130.98,391760,4,0.888,2
@_,MFG,Mizuho Financial Group  Inc.,Financial Services,Banks Regional,0.00,6.39 - 6.47,6.53 - 6.75,0.13 - 0.36,6.48,325.50,1947040,6,0.17,2
@_,AON,Aon plc,Financial Services,Insurance Brokers,7.00,361.29 - 361.29,377.11 - 377.11,15.82 - 15.82,375.32,205.66,1381550,6,0.832,1
*_,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,1.50,257.99 - 263.42,260.79 - 266.86,2.80 - 8.88,261.04,218.48,883530,5,1.108,4
@_,RSG,Republic Services  Inc.,Industrials,Waste Management,1.33,230.96 - 234.34,233.85 - 237.95,2.89 - 6.99,235.35,193.41,1029740,6,0.607,3
@_,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,0.60,271.04 - 281.61,274.70 - 284.73,3.66 - 13.69,283.06,321.73,1139570,6,1.069,5
@_,GSK,GSK plc,Healthcare,Drug Manufacturers General,0.80,38.12 - 39.38,38.84 - 40.43,0.72 - 2.30,40.08,399.42,3043030,6,0.268,5
*_,PYPL,PayPal Holdings  Inc.,Financial Services,Credit Services,0.60,68.31 - 69.87,69.16 - 70.69,0.85 - 2.38,67.56,351.33,9520500,7,1.422,5
*_,HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,0.00,173.21 - 179.43,175.07 - 181.54,1.86 - 8.33,173.33,169.53,2227780,6,1.482,3
*_,MAR,Marriott International  Inc.,Consumer Cyclical,Lodging,1.00,259.80 - 266.64,262.45 - 270.01,2.65 - 10.21,262.30,275.14,1128260,6,1.441,5
@_,INFY,Infosys Limited,Technology,Information Technology Services,0.75,15.97 - 16.56,16.39 - 17.16,0.42 - 1.19,17.05,517.08,18072260,8,0.348,4
@_,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,0.62,64.60 - 71.10,65.67 - 72.00,1.07 - 7.40,71.43,681.72,6322910,7,0.588,8
@_,JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,0.00,103.76 - 103.92,105.85 - 105.91,2.09 - 2.15,104.74,195.84,6015790,7,1.311,2
@_,USB,U.S. Bancorp,Financial Services,Banks Regional,0.00,45.12 - 46.13,45.63 - 46.78,0.51 - 1.66,46.20,254.23,7190660,7,1.029,4
*_,SNOW,Snowflake Inc.,Technology,Software Application,0.17,188.31 - 197.88,191.15 - 199.96,2.84 - 11.65,194.70,354.60,4209210,6,1.22,6
@_,WMB,The Williams Companies  Inc.,Energy,Oil & Gas Midstream,0.00,57.10 - 57.67,57.92 - 58.39,0.82 - 1.29,57.83,246.59,6102030,7,0.686,4
@_,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,2.33,84.31 - 86.39,85.93 - 87.83,1.62 - 3.52,86.27,241.46,4348930,6,0.353,3
@_,NGG,National Grid plc,Utilities,Utilities Regulated Electric,1.50,70.14 - 70.64,71.66 - 71.71,1.52 - 1.57,71.40,182.82,551820,5,0.305,2
*_,MSI,Motorola Solutions  Inc.,Technology,Communication Equipment,0.00,462.61 - 468.22,468.89 - 473.65,6.28 - 11.04,462.43,117.10,1145530,6,0.977,2
*_,CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,0.67,73.53 - 74.60,74.32 - 75.79,0.79 - 2.26,73.23,253.26,2665850,6,1.045,3
@_,BNS,The Bank of Nova Scotia,Financial Services,Banks Diversified,7.00,56.31 - 56.31,56.98 - 56.98,0.67 - 0.67,56.60,58.96,1232640,6,1.237,1
@_,BK,The Bank of New York Mellon Corporation,Financial Services,Banks Diversified,1.00,100.39 - 100.39,103.61 - 103.61,3.22 - 3.22,101.76,157.78,3125730,6,1.118,1
*_,CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,0.50,336.65 - 347.51,342.78 - 362.98,6.13 - 26.33,338.82,557.06,2689690,6,3.58,6
@_,CM,Canadian Imperial Bank of Commerce,Financial Services,Banks Diversified,2.00,72.88 - 72.88,74.12 - 74.12,1.24 - 1.24,73.06,84.32,915000,5,1.255,1
*_,EPD,Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream,0.00,31.09 - 31.78,31.42 - 32.13,0.32 - 1.04,31.61,261.60,4273890,6,0.662,4
*_,BCS,Barclays PLC,Financial Services,Banks Diversified,0.50,20.27 - 20.28,20.49 - 20.50,0.22 - 0.23,20.22,108.24,10404240,8,1.061,2
@_,ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.00,148.77 - 155.14,151.37 - 160.25,2.60 - 11.48,155.55,414.81,2752240,6,0.884,5
@_,ING,ING Groep N.V.,Financial Services,Banks Diversified,1.00,24.38 - 24.74,24.70 - 25.08,0.32 - 0.70,24.87,199.24,2750400,6,UNKNOWN,3
*_,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,1.25,65.11 - 66.43,65.89 - 67.59,0.78 - 2.48,65.01,289.50,4801790,6,1.256,4
@_,NEM,Newmont Corporation,Basic Materials,Gold,2.00,68.07 - 69.28,69.28 - 70.50,1.21 - 2.43,70.09,238.09,7638170,7,0.318,3
*_,VST,Vistra Corp.,Utilities,Utilities Independent Power Producers,0.00,201.18 - 208.94,205.75 - 212.81,4.57 - 11.63,190.35,341.49,3745780,6,1.313,4
*_,NET,Cloudflare  Inc.,Technology,Software Infrastructure,0.17,195.62 - 201.23,197.65 - 203.97,2.02 - 8.35,192.74,375.08,2273710,6,1.843,6
@_,CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,0.50,29.31 - 29.51,29.66 - 30.05,0.35 - 0.74,30.16,150.76,4535060,6,1.531,2
@_,APD,Air Products and Chemicals  Inc.,Basic Materials,Specialty Chemicals,1.25,284.15 - 289.78,287.94 - 293.86,3.79 - 9.71,293.52,258.06,957370,5,0.818,4
@_,DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks Regional,2.00,36.12 - 36.54,36.94 - 36.95,0.82 - 0.83,36.67,168.92,2401540,6,1.016,2
*_,CRH,CRH plc,Basic Materials,Building Materials,0.00,108.37 - 111.96,109.79 - 113.53,1.42 - 5.15,110.72,236.10,4778020,6,1.195,4
*_,CSX,CSX Corporation,Industrials,Railroads,1.67,35.51 - 36.20,36.06 - 36.87,0.56 - 1.36,35.86,265.37,19716660,8,1.247,3
@_,EOG,EOG Resources  Inc.,Energy,Oil & Gas E&P,1.50,117.03 - 119.01,119.67 - 120.54,2.64 - 3.51,118.51,175.14,2760600,6,0.817,2
*_,ITUB,Itaú Unibanco Holding S.A.,Financial Services,Banks Regional,0.50,6.94 - 6.95,7.03 - 7.03,0.09 - 0.09,6.64,237.20,29080220,8,0.276,4
*_,ADSK,Autodesk  Inc.,Technology,Software Application,1.25,281.12 - 288.12,285.19 - 293.10,4.07 - 11.98,286.05,279.65,1499950,6,1.468,4
@_,AZO,AutoZone  Inc.,Consumer Cyclical,Auto Parts,1.50,3974.09 - 4115.50,4045.99 - 4180.34,71.90 - 206.25,4132.02,259.34,103930,3,0.378,4
*_,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,0.00,41.71 - 42.29,42.22 - 42.93,0.51 - 1.22,41.71,247.13,9668000,7,1.628,4
*_,MRVL,Marvell Technology  Inc.,Technology,Semiconductors,0.00,75.15 - 79.12,76.38 - 79.92,1.23 - 4.77,71.24,425.20,12933740,8,1.833,6
*_,WDAY,Workday  Inc.,Technology,Software Application,0.18,208.86 - 231.46,213.00 - 234.76,4.14 - 25.90,227.58,696.81,3957330,6,1.238,11
@_,AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,2.00,130.23 - 131.32,132.65 - 135.11,2.42 - 4.88,136.31,235.98,2195780,6,0.425,2
@_,EQNR,Equinor ASA,Energy,Oil & Gas Integrated,2.33,24.31 - 24.61,24.60 - 24.99,0.30 - 0.68,24.97,199.83,3524030,6,0.025,3
*_,ELV,Elevance Health  Inc.,Healthcare,Healthcare Plans,0.50,290.11 - 312.31,293.06 - 316.33,2.95 - 26.22,309.29,521.14,2250000,6,0.588,6
*_,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,1.25,263.16 - 270.03,266.54 - 273.59,3.38 - 10.43,269.18,246.24,1517140,6,1.267,4
@_,LYG,Lloyds Banking Group plc,Financial Services,Banks Regional,1.50,4.49 - 4.51,4.55 - 4.59,0.05 - 0.09,4.55,155.36,7065230,7,1.103,2
@_,NSC,Norfolk Southern Corporation,Industrials,Railroads,1.67,278.42 - 283.80,281.59 - 287.80,3.17 - 9.38,284.17,246.84,1661110,6,1.297,3
@_,SPG,Simon Property Group  Inc.,Real Estate,REIT Retail,0.67,165.58 - 172.69,167.46 - 175.60,1.88 - 10.02,173.48,360.31,1359690,6,1.516,6
*_,DLR,Digital Realty Trust  Inc.,Real Estate,REIT Specialty,0.50,164.82 - 168.07,168.20 - 170.33,3.37 - 5.51,163.74,166.94,1380520,6,0.941,2
@_,NU,Nu Holdings Ltd.,Financial Services,Banks Regional,1.00,12.02 - 13.48,12.20 - 14.03,0.18 - 2.01,13.67,1161.32,63039730,9,1.059,6
*_,CMG,Chipotle Mexican Grill  Inc.,Consumer Cyclical,Restaurants,1.00,42.57 - 43.31,43.01 - 44.21,0.44 - 1.64,42.94,353.88,17993290,8,1.049,4
@_,KMI,Kinder Morgan  Inc.,Energy,Oil & Gas Midstream,0.33,26.24 - 26.43,26.67 - 27.05,0.43 - 0.81,26.79,251.80,13637860,8,0.784,3
*_,TEL,TE Connectivity plc,Technology,Electronic Components,0.33,200.97 - 204.48,203.59 - 206.72,2.62 - 5.75,200.22,183.60,1531620,6,1.227,3
@_,ET,Energy Transfer LP,Energy,Oil & Gas Midstream,4.00,17.26 - 17.35,17.53 - 17.55,0.27 - 0.29,17.47,135.63,13787560,8,0.791,2
*_,PWR,Quanta Services  Inc.,Industrials,Engineering & Construction,0.67,373.19 - 389.49,377.14 - 396.27,3.95 - 23.08,378.15,349.47,981370,5,1.102,6
*_,ROP,Roper Technologies  Inc.,Technology,Software Application,0.80,515.60 - 537.88,521.37 - 544.09,5.77 - 28.49,526.75,315.81,842220,5,0.996,5
@_,REGN,Regeneron Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.62,549.25 - 590.60,558.28 - 598.37,9.03 - 49.12,598.05,572.31,1002130,6,0.327,8
@_,CNI,Canadian National Railway Company,Industrials,Railroads,1.50,92.25 - 93.12,93.46 - 94.51,1.21 - 2.26,94.02,139.01,1659920,6,0.862,2
*_,ARES,Ares Management Corporation,Financial Services,Asset Management,0.00,189.30 - 191.53,192.48 - 194.01,3.18 - 4.71,178.26,147.16,1254050,6,1.419,2
@_,TRV,The Travelers Companies  Inc.,Financial Services,Insurance Property & Casualty,2.00,264.71 - 264.72,269.98 - 275.69,5.27 - 10.98,274.91,292.32,1218560,6,0.527,2
@_,DEO,Diageo plc,Consumer Defensive,Beverages Wineries & Distilleries,1.25,109.92 - 113.10,111.04 - 114.74,1.12 - 4.82,114.42,293.56,1248570,6,0.262,4
@_,CHTR,Charter Communications  Inc.,Communication Services,Telecom Services,0.00,261.19 - 266.68,264.19 - 269.57,3.00 - 8.38,267.83,251.46,1755000,6,1.022,4
@_,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages Non-Alcoholic,0.50,63.40 - 63.44,64.86 - 64.91,1.46 - 1.51,64.36,228.54,6203280,7,0.551,2
*_,TFC,Truist Financial Corporation,Financial Services,Banks Regional,0.00,43.19 - 44.24,43.83 - 44.80,0.63 - 1.60,44.07,279.72,6233710,7,0.845,4
@_,AEP,American Electric Power Company  Inc.,Utilities,Utilities Regulated Electric,1.00,110.98 - 112.10,113.24 - 114.57,2.26 - 3.59,113.13,211.71,2833370,6,0.388,2
*_,CRWV,CoreWeave  Inc.,Technology,Software Infrastructure,0.00,127.89 - 146.19,131.63 - 148.05,3.75 - 20.16,90.78,730.40,33189270,8,UNKNOWN,10
*_,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,0.30,208.11 - 230.95,214.68 - 233.70,6.57 - 25.59,223.91,781.79,3017960,6,1.423,10
*_,URI,United Rentals  Inc.,Industrials,Rental & Leasing Services,0.00,879.28 - 919.91,899.50 - 933.06,20.22 - 53.78,889.69,355.80,430140,4,1.725,5
@_,COR,Cencora  Inc.,Healthcare,Medical Distribution,0.75,281.12 - 302.73,285.62 - 306.26,4.50 - 25.14,303.34,475.13,1401050,6,0.579,8
*_,FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,0.25,223.87 - 226.89,228.67 - 232.01,4.80 - 8.15,225.27,463.10,1701450,6,1.31,4
@_,AFL,Aflac Incorporated,Financial Services,Insurance Life,1.33,103.71 - 106.26,105.52 - 108.42,1.81 - 4.71,108.16,271.59,2505480,6,0.814,3
@_,AMX,América Móvil  S.A.B. de C.V.,Communication Services,Telecom Services,7.00,18.75 - 18.75,19.38 - 19.38,0.62 - 0.62,19.43,167.58,1761350,6,0.324,1
*_,AXON,Axon Enterprise  Inc.,Industrials,Aerospace & Defense,0.60,752.24 - 770.67,760.94 - 781.80,8.70 - 29.57,763.50,340.26,678940,5,1.362,5
*_,FAST,Fastenal Company,Industrials,Industrial Distribution,1.00,47.75 - 49.54,48.42 - 50.05,0.67 - 2.30,49.15,287.65,5350400,7,0.949,4
@_,NWG,NatWest Group plc,Financial Services,Banks Regional,1.50,14.61 - 14.99,14.87 - 15.16,0.26 - 0.55,15.25,330.88,2991840,6,0.99,4
*_,CPNG,Coupang  Inc.,Consumer Cyclical,Internet Retail,1.00,27.85 - 28.63,28.49 - 29.34,0.63 - 1.49,28.22,369.76,8957630,7,1.159,4
*_,NDAQ,Nasdaq  Inc.,Financial Services,Financial Data & Stock Exchanges,1.00,95.26 - 95.26,96.25 - 96.25,0.99 - 0.99,93.95,51.48,2661510,6,1.008,1
*_,PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,0.00,97.29 - 99.64,98.29 - 101.44,1.00 - 4.15,97.55,297.00,1886200,6,0.917,4
*_,MFC,Manulife Financial Corporation,Financial Services,Insurance Life,0.50,29.90 - 30.24,30.28 - 30.72,0.38 - 0.82,30.07,142.66,3151380,6,1.084,2
@_,FLUT,Flutter Entertainment plc,Consumer Cyclical,Gambling,1.75,284.67 - 294.28,290.56 - 297.87,5.89 - 13.20,295.03,308.70,2192970,6,1.162,4
@_,PAYX,Paychex  Inc.,Technology,Software Application,1.00,136.80 - 137.45,138.77 - 140.17,1.97 - 3.37,138.40,276.48,2166160,6,0.906,4
*_,BDX,Becton  Dickinson and Company,Healthcare,Medical Instruments & Supplies,1.00,193.50 - 196.97,196.06 - 199.66,2.56 - 6.16,196.64,274.25,2493350,6,0.224,4
@_,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,1.75,158.77 - 163.91,161.35 - 165.96,2.58 - 7.19,164.95,287.95,1711340,6,0.874,4
@_,O,Realty Income Corporation,Real Estate,REIT Retail,1.25,57.15 - 58.60,57.88 - 60.01,0.73 - 2.86,59.58,304.40,4801020,6,0.768,4
*_,SRE,Sempra,Utilities,Utilities Diversified,3.00,80.75 - 81.81,82.47 - 83.34,1.72 - 2.59,81.14,198.25,3160670,6,0.632,2
*_,TEAM,Atlassian Corporation,Technology,Software Application,0.57,160.71 - 167.22,162.90 - 169.37,2.19 - 8.66,164.62,461.88,3572010,6,0.967,7
@_,MPLX,MPLX LP,Energy,Oil & Gas Midstream,2.00,49.52 - 49.53,50.75 - 50.81,1.23 - 1.29,50.47,251.00,1589930,6,0.672,2
@_,MET,MetLife  Inc.,Financial Services,Insurance Life,1.00,76.07 - 78.42,77.11 - 79.41,1.04 - 3.34,79.21,291.39,3076890,6,0.831,4
@_,E,Eni S.p.A.,Energy,Oil & Gas Integrated,1.00,34.59 - 34.83,35.14 - 35.36,0.55 - 0.77,35.43,154.99,217200,4,0.953,2
*_,OKE,ONEOK  Inc.,Energy,Oil & Gas Midstream,0.25,73.23 - 74.47,74.32 - 75.27,1.09 - 2.04,74.01,240.95,3171660,6,0.99,4
*_,ALL,The Allstate Corporation,Financial Services,Insurance Property & Casualty,2.00,205.57 - 209.09,209.66 - 214.07,4.09 - 8.50,206.48,266.46,1214190,6,0.343,3
@_,LHX,L3Harris Technologies  Inc.,Industrials,Aerospace & Defense,1.25,268.77 - 273.73,271.93 - 276.66,3.16 - 7.89,276.10,220.50,1119250,6,0.771,4
@_,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,0.20,118.77 - 122.79,121.13 - 124.59,2.36 - 5.82,124.46,379.40,1925480,6,1.064,5
@_,DDOG,Datadog  Inc.,Technology,Software Application,0.40,125.50 - 128.58,127.15 - 130.73,1.65 - 5.22,129.17,321.94,5598050,7,1.021,5
@_,GWW,W.W. Grainger  Inc.,Industrials,Industrial Distribution,1.17,942.77 - 991.10,953.43 - 1001.88,10.66 - 59.11,994.19,372.50,281680,4,1.173,6
@_,PSA,Public Storage,Real Estate,REIT Industrial,1.25,279.07 - 284.94,282.94 - 290.10,3.87 - 11.03,286.76,303.79,625250,5,0.848,4
*_,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,0.83,390.20 - 403.91,394.73 - 408.29,4.53 - 18.09,394.03,318.72,810460,5,1.007,6
@_,D,Dominion Energy  Inc.,Utilities,Utilities Regulated Electric,3.50,61.22 - 61.25,62.10 - 62.39,0.88 - 1.17,61.27,163.62,3733600,6,0.56,2
@_,LNG,Cheniere Energy  Inc.,Energy,Oil & Gas Midstream,1.75,227.35 - 236.15,231.34 - 241.96,3.99 - 14.62,240.72,361.41,1703230,6,0.426,4
@_,CTVA,Corteva  Inc.,Basic Materials,Agricultural Inputs,2.33,71.28 - 72.38,72.29 - 73.22,1.02 - 1.94,73.00,211.46,3904960,6,0.746,3
*_,VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,0.00,141.37 - 143.54,143.59 - 145.30,2.22 - 3.93,126.61,195.29,6091840,7,1.776,3
@_,GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,0.20,54.02 - 56.31,55.54 - 57.19,1.52 - 3.16,56.53,393.05,6496370,7,1.357,5
@_,CCI,Crown Castle Inc.,Real Estate,REIT Specialty,3.00,101.44 - 101.68,102.81 - 103.31,1.36 - 1.86,102.80,147.00,3084930,6,0.912,2
@_,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,1.25,49.67 - 50.93,50.22 - 51.70,0.56 - 2.03,51.51,259.57,1400260,6,0.939,4
*_,AMP,Ameriprise Financial  Inc.,Financial Services,Asset Management,0.00,499.88 - 512.97,506.57 - 520.42,6.69 - 20.54,505.17,197.40,402950,4,1.233,3
@_,SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,0.50,38.58 - 38.74,39.02 - 39.16,0.44 - 0.58,39.04,110.94,3264100,6,1.269,2
*_,XYZ,Block  Inc.,Technology,Software Infrastructure,0.50,74.18 - 75.99,76.50 - 76.86,2.32 - 2.68,74.10,509.45,8757970,7,2.711,6
@_,WCN,Waste Connections  Inc.,Industrials,Waste Management,5.00,183.51 - 183.51,188.15 - 188.15,4.64 - 4.64,186.42,125.28,1019990,6,0.575,1
*_,JD,JD.com  Inc.,Consumer Cyclical,Internet Retail,1.00,31.75 - 32.31,32.15 - 32.69,0.39 - 0.93,31.18,243.10,10635000,8,0.475,4
*_,TGT,Target Corporation,Consumer Defensive,Discount Stores,2.50,94.47 - 103.11,99.22 - 104.81,4.74 - 10.33,97.05,328.60,9405530,7,1.215,2
@_,KR,The Kroger Co.,Consumer Defensive,Grocery Stores,2.00,68.71 - 70.04,71.02 - 71.24,2.31 - 2.53,71.42,251.74,6923220,7,0.58,2
*_,GLW,Corning Incorporated,Technology,Electronic Components,0.00,65.08 - 65.36,65.76 - 66.04,0.68 - 0.96,64.90,164.16,4399430,6,1.065,3
@_,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,1.00,32.61 - 33.42,33.22 - 33.86,0.60 - 1.25,33.81,375.59,10862940,8,1.039,6
@_,VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,0.60,273.95 - 281.37,276.99 - 284.95,3.04 - 11.01,282.17,273.76,957900,5,0.957,5
@_,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers Specialty & Generic,1.25,14.58 - 15.20,14.76 - 15.53,0.18 - 0.95,15.30,368.01,3149050,6,0.273,4
@_,HMC,Honda Motor Co.  Ltd.,Consumer Cyclical,Auto Manufacturers,6.00,33.05 - 33.05,34.66 - 34.66,1.61 - 1.61,33.91,243.11,841460,5,0.333,1
@_,CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages Non-Alcoholic,3.00,90.93 - 91.18,92.13 - 92.16,1.20 - 1.23,91.17,117.72,1767010,6,0.622,2
*_,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,0.80,84.93 - 88.62,86.12 - 90.35,1.19 - 5.42,79.18,370.58,3006320,6,0.692,5
@_,AIG,American International Group  Inc.,Financial Services,Insurance Diversified,1.20,78.08 - 80.72,79.39 - 82.55,1.31 - 4.47,82.59,363.80,3624590,6,0.645,5
@_,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages Non-Alcoholic,2.00,34.58 - 34.85,34.97 - 35.82,0.38 - 1.24,35.19,248.15,7102390,7,0.465,3
@_,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,1.00,42.67 - 42.69,43.17 - 43.53,0.50 - 0.86,43.47,298.35,4813040,6,0.923,4
